"location","indicator","sex","residence","Unit","Date","Value"
"Westlands","Tertiary age population","Female","Urban","Number","2006","15258"
"Central","Primary School Enrollment","Total","Total","Number","1970","349378"
"Central","Primary School Enrollment","Total","Total","Number","1971","371913"
"Central","Primary School Enrollment","Total","Total","Number","1972","407762"
"Central","Primary School Enrollment","Total","Total","Number","1973","443509"
"Central","Primary School Enrollment","Total","Total","Number","1974","531675"
"Central","Primary School Enrollment","Total","Total","Number","1975","558133"
"Central","Primary School Enrollment","Total","Total","Number","1976","571583"
"Central","Primary School Enrollment","Total","Total","Number","1977","584734"
"Central","Primary School Enrollment","Total","Total","Number","1978","616064"
"Central","Primary School Enrollment","Total","Total","Number","1979","663015"
"Central","Primary School Enrollment","Total","Total","Number","1980","696968"
"Central","Primary School Enrollment","Total","Total","Number","1981","699039"
"Central","Primary School Enrollment","Total","Total","Number","1982","715236"
"Central","Primary School Enrollment","Total","Total","Number","1983","741258"
"Central","Primary School Enrollment","Total","Total","Number","1984","750373"
"Central","Primary School Enrollment","Total","Total","Number","1985","828310"
"Central","Primary School Enrollment","Total","Total","Number","1986","822710"
"Central","Primary School Enrollment","Total","Total","Number","1987","847973"
"Central","Primary School Enrollment","Total","Total","Number","1988","864380"
"Central","Primary School Enrollment","Total","Total","Number","1989","901027"
"Central","Primary School Enrollment","Total","Total","Number","1990","878534"
"Central","Primary School Enrollment","Total","Total","Number","1991","883256"
"Central","Primary School Enrollment","Total","Total","Number","1992","901989"
"Central","Primary School Enrollment","Total","Total","Number","1993","905698"
"Central","Primary School Enrollment","Total","Total","Number","1994","898262"
"Central","Primary School Enrollment","Total","Total","Number","1995","951010"
"Central","Primary School Enrollment","Total","Total","Number","1996","903944"
"Central","Primary School Enrollment","Total","Total","Number","1997","911009"
"Central","Primary School Enrollment","Total","Total","Number","1998","894583"
"Central","Primary School Enrollment","Total","Total","Number","1999","864889"
"Central","Primary School Enrollment","Total","Total","Number","2000","863306"
"Central","Primary School Enrollment","Total","Total","Number","2001","841539"
"Central","Primary School Enrollment","Total","Total","Number","2002","816264"
"Central","Primary School Enrollment","Total","Total","Number","2003","904770"
"Central","Primary School Enrollment","Total","Total","Number","2004","910806"
"Central","Primary School Enrollment","Total","Total","Number","2005","903638"
"Central","Primary School Enrollment","Total","Total","Number","2006","882429"
"Central","Primary School Enrollment","Total","Total","Number","2007","888236"
"Central","Primary School Enrollment","Total","Total","Number","2008","911340"
"Central","Primary School Enrollment","Total","Total","Number","2009","975561"
"Central","Primary School Enrollment","Total","Total","Number","2010","998879"
"Central","Primary School Enrollment","Total","Total","Number","2011","1049634"
"Central","Secondary Schools Enrollment","Total","Total","Number","1986","101700"
"Central","Secondary Schools Enrollment","Total","Total","Number","1987","110400"
"Central","Secondary Schools Enrollment","Total","Total","Number","1988","107800"
"Central","Secondary Schools Enrollment","Total","Total","Number","1989","140200"
"Central","Secondary Schools Enrollment","Total","Total","Number","1990","124700"
"Central","Secondary Schools Enrollment","Total","Total","Number","1991","125300"
"Central","Secondary Schools Enrollment","Total","Total","Number","1992","122000"
"Central","Secondary Schools Enrollment","Total","Total","Number","1993","118000"
"Central","Secondary Schools Enrollment","Total","Total","Number","1994","129700"
"Central","Secondary Schools Enrollment","Total","Total","Number","1995","132600"
"Central","Secondary Schools Enrollment","Total","Total","Number","1996","142800"
"Central","Secondary Schools Enrollment","Total","Total","Number","1997","150800"
"Central","Secondary Schools Enrollment","Total","Total","Number","1998","154800"
"Central","Secondary Schools Enrollment","Total","Total","Number","1999","144000"
"Central","Secondary Schools Enrollment","Total","Total","Number","2000","156600"
"Central","Secondary Schools Enrollment","Total","Total","Number","2001","165700"
"Central","Secondary Schools Enrollment","Total","Total","Number","2002","187100"
"Central","Secondary Schools Enrollment","Total","Total","Number","2003","171300"
"Central","Secondary Schools Enrollment","Total","Total","Number","2004","187400"
"Central","Secondary Schools Enrollment","Total","Total","Number","2005","181600"
"Central","Secondary Schools Enrollment","Total","Total","Number","2006","204100"
"Kiambu","Primary School Enrollment","Total","Total","Number","1970","99728"
"Kiambu","Primary School Enrollment","Total","Total","Number","1971","103067"
"Kiambu","Primary School Enrollment","Total","Total","Number","1972","111835"
"Kiambu","Primary School Enrollment","Total","Total","Number","1973","120644"
"Kiambu","Primary School Enrollment","Total","Total","Number","1974","141658"
"Kiambu","Primary School Enrollment","Total","Total","Number","1975","145918"
"Kiambu","Primary School Enrollment","Total","Total","Number","1976","151518"
"Kiambu","Primary School Enrollment","Total","Total","Number","1977","160071"
"Kiambu","Primary School Enrollment","Total","Total","Number","1978","165738"
"Kiambu","Primary School Enrollment","Total","Total","Number","1979","177169"
"Kiambu","Primary School Enrollment","Total","Total","Number","1980","183982"
"Kiambu","Primary School Enrollment","Total","Total","Number","1981","186984"
"Kiambu","Primary School Enrollment","Total","Total","Number","1982","187165"
"Kiambu","Primary School Enrollment","Total","Total","Number","1983","191719"
"Kiambu","Primary School Enrollment","Total","Total","Number","1984","191814"
"Kiambu","Primary School Enrollment","Total","Total","Number","1985","224815"
"Kiambu","Primary School Enrollment","Total","Total","Number","1986","206462"
"Kiambu","Primary School Enrollment","Total","Total","Number","1987","209804"
"Kiambu","Primary School Enrollment","Total","Total","Number","1988","211789"
"Kiambu","Primary School Enrollment","Total","Total","Number","1989","215908"
"Kiambu","Primary School Enrollment","Total","Total","Number","1990","213840"
"Kiambu","Primary School Enrollment","Total","Total","Number","1991","213441"
"Kiambu","Primary School Enrollment","Total","Total","Number","1992","217889"
"Kiambu","Primary School Enrollment","Total","Total","Number","1993","215787"
"Kiambu","Primary School Enrollment","Total","Total","Number","1994","213112"
"Kiambu","Primary School Enrollment","Total","Total","Number","1995","139889"
"Kiambu","Primary School Enrollment","Total","Total","Number","1996","140440"
"Kiambu","Primary School Enrollment","Total","Total","Number","1997","140508"
"Kiambu","Primary School Enrollment","Total","Total","Number","1998","138888"
"Kiambu","Primary School Enrollment","Total","Total","Number","1999","140809"
"Kiambu","Primary School Enrollment","Total","Total","Number","2000","136509"
"Kiambu","Primary School Enrollment","Total","Total","Number","2001","134746"
"Kiambu","Primary School Enrollment","Total","Total","Number","2002","133868"
"Kiambu","Primary School Enrollment","Total","Total","Number","2003","146063"
"Kiambu","Primary School Enrollment","Total","Total","Number","2004","148718"
"Kiambu","Primary School Enrollment","Total","Total","Number","2005","151381"
"Kiambu","Primary School Enrollment","Total","Total","Number","2006","147680"
"Kiambu","Primary School Enrollment","Total","Total","Number","2007","291765"
"Kiambu","Primary School Enrollment","Total","Total","Number","2008","299354"
"Kiambu","Primary School Enrollment","Total","Total","Number","2009","295102"
"Kiambu","Primary School Enrollment","Total","Total","Number","2010","307134"
"Kiambu","Primary School Enrollment","Total","Total","Number","2011","313975"
"Kiambu","Primary School Enrollment","Total","Total","Number","2012","320427"
"Kiambu","Primary School Enrollment","Total","Total","Number","2013","323711"
"Kiambu","Primary School Enrollment","Total","Total","Number","2014","326770"
"Kiambu","Primary School Enrollment","Total","Total","Number","2015","309862"
"Kiambu","Primary School Enrollment","Total","Total","Number","2016","327464"
"Kiambu","Secondary Schools Enrollment","Total","Total","Number","2007","58410"
"Kiambu","Secondary Schools Enrollment","Total","Total","Number","2008","66111"
"Kiambu","Secondary Schools Enrollment","Total","Total","Number","2009","73493"
"Kiambu","Secondary Schools Enrollment","Total","Total","Number","2010","82514"
"Kiambu","Secondary Schools Enrollment","Total","Total","Number","2011","88220"
"Kiambu","Secondary Schools Enrollment","Total","Total","Number","2012","95561"
"Kiambu","Secondary Schools Enrollment","Total","Total","Number","2013","105016"
"Kiambu","Secondary Schools Enrollment","Total","Total","Number","2014","116366"
"Kiambu","Secondary Schools Enrollment","Total","Total","Number","2015","121151"
"Kiambu","Secondary Schools Enrollment","Total","Total","Number","2016","126061"
"Kiambu","School Net Attendance Ratio, Primary","Male","Total","%","2006","83.558355167"
"Kiambu","School Net Attendance Ratio, Primary","Female","Total","%","2006","93.353349452"
"Kiambu","School Net Attendance Ratio, Primary","Total","Total","Number","2006","196020.5"
"Kiambu","School Net Attendance Ratio, Secondary","Male","Total","%","2006","26.25408766"
"Kiambu","School Net Attendance Ratio, Secondary","Female","Total","%","2006","40.166133454"
"Kiambu","School Net Attendance Ratio, Secondary","Total","Total","Number","2006","104120.8"
